
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000010918846640764,2015,HS,HS,217.821
2016-10-17,14:24,PSEG,PE000010919949743481,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010919952196451,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010920694685599,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010921897441329,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010922567243911,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010923436940754,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010924594471801,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010924594471801,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010925401184171,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010927021523062,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010929080983176,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010929287045001,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010929864647741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010930149946065,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010930680392601,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010932631480713,2015,RS,Null,3163.57
2016-10-17,14:24,PSEG,PE000010933544864970,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010933985318215,2014,RS,Null,4777.35
2016-10-17,14:24,PSEG,PE000010933985318215,2015,RS,Null,4849.78
2016-10-17,14:24,PSEG,PE000010933998620821,2015,RS,Null,2256.65
2016-10-17,14:24,PSEG,PE000010935070291301,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010935732744594,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010935732744594,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010935852353631,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010939506173451,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010940237005706,2014,RS,Null,2171.46
2016-10-17,14:24,PSEG,PE000010940237005706,2015,RS,Null,2291.01
2016-10-17,14:24,PSEG,PE000010948069926722,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010949605975450,2014,RS,Null,3686.83
2016-10-17,14:24,PSEG,PE000010949605975450,2015,RS,Null,2074.51
2016-10-17,14:24,PSEG,PE000010952447025627,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010955424682431,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010955425382431,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010956290043225,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010956490612219,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010960418119679,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010966603208460,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010969735947741,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010969735947741,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010970148273649,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010970301744998,2014,RLM,Null,16772.2
2016-10-17,14:24,PSEG,PE000010970301744998,2015,RLM,Null,14632.7
2016-10-17,14:24,PSEG,PE000010971660597976,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010974787363679,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010975251914020,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010976103141121,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010976551135573,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010976855645688,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010977036279216,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010977478695174,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010981271944825,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010981271944825,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010981278425721,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010981727028464,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010985566898565,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010985566898565,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000010986367052368,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010986635086690,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000010992514913445,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010992931548045,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010992932348045,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000010993929873153,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010994034673173,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000010994512173240,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011001406522845,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011002085673615,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011003682908305,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011003684577945,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011003684577945,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011003684577945,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011005108338792,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011007226132913,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011008045443827,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011011290178769,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011011290178769,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011011291978792,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011011402284883,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011015536338619,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011016060349623,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011017570046162,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011020279388809,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011022233842837,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011022537216390,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011024670991125,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011025200443956,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011026575800247,2014,RS,RS,3440.54
2016-10-17,14:24,PSEG,PE000011026575800247,2015,RS,RS,3059.95
2016-10-17,14:24,PSEG,PE000011035799309258,2015,RS,RS,4988.85
2016-10-17,14:24,PSEG,PE000011037532683157,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011037533483157,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011037533483157,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011038285047741,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011038571347741,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011038693500495,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011040353298117,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011051026064317,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011052644964317,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011053444350525,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011056014122253,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011059822482219,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011061462590106,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011061462590106,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011061988945485,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011062190158871,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011062190158871,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011062789020204,2014,RS,Null,921.536
2016-10-17,14:24,PSEG,PE000011062789020204,2015,RS,Null,766.76
2016-10-17,14:24,PSEG,PE000011062789020204,2016,RS,Null,0.
2016-10-17,14:24,PSEG,PE000011063044934117,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011066663319976,2014,RS,Null,3131.31
2016-10-17,14:24,PSEG,PE000011066663319976,2015,RS,Null,2694.02
2016-10-17,14:24,PSEG,PE000011068769667759,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011068769667759,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011071269230178,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011071269230178,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011074122066298,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011074475250522,2015,RHS,RHS (HTG),9848.82
2016-10-17,14:24,PSEG,PE000011074475250522,2016,RHS,RHS (HTG),0.
2016-10-17,14:24,PSEG,PE000011074480252989,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011074487723840,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011074502308408,2015,RLM,Null,3765.18
2016-10-17,14:24,PSEG,PE000011075766343317,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011075806742555,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011075806742555,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011075806742555,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011075867999909,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011075896891115,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011075992558006,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011077909779270,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011077909779270,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011078488188751,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011079900484964,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011082023069088,2015,RS,Null,1804.01
2016-10-17,14:24,PSEG,PE000011082558599788,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011082558599788,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011087796644694,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011089599252495,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011089949954404,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011091306849209,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011098003440417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011098584356099,2014,RS,Null,1267.71
2016-10-17,14:24,PSEG,PE000011098584356099,2015,RS,Null,995.806
2016-10-17,14:24,PSEG,PE000011101847919324,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011101850319306,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011102084855283,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011108159240417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011108935555159,2015,RS,Null,2171.58
2016-10-17,14:24,PSEG,PE000011109571745694,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011109571745694,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011112769247516,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011112769247516,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011116635194631,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011116856343891,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011116893617117,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011117695417923,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011117695417923,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011117695417923,2016,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011117713574411,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011118222645566,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011118222645566,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011119306655591,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011122095083848,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011124146990690,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011125038787733,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011125038787733,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011125615283696,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011127467622835,2015,RS,Null,942.362
2016-10-17,14:24,PSEG,PE000011129947509147,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011131730152943,2014,LPLP,Null,124534.
2016-10-17,14:24,PSEG,PE000011131730152943,2015,LPLP,Null,116608.
2016-10-17,14:24,PSEG,PE000011131730152943,2016,LPLP,Null,0.
2016-10-17,14:24,PSEG,PE000011132878745566,2014,LPLP,LPLP,195331.
2016-10-17,14:24,PSEG,PE000011132878745566,2015,LPLP,LPLP,182910.
2016-10-17,14:24,PSEG,PE000011133618656025,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011134302621847,2014,RS,Null,5740.62
2016-10-17,14:24,PSEG,PE000011134302621847,2015,RS,Null,4691.09
2016-10-17,14:24,PSEG,PE000011136394121876,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011145168838730,2015,LPLP,LPLP,246413.
2016-10-17,14:24,PSEG,PE000011145168838730,2016,LPLP,LPLP,0.
2016-10-17,14:24,PSEG,PE000011146286703139,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011146286703139,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011146590292336,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011146590292336,2016,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011150693732432,2015,RS,RS,600.429
2016-10-17,14:24,PSEG,PE000011150694532432,2015,RS,RS,467.364
2016-10-17,14:24,PSEG,PE000011150695232432,2015,RS,RS,622.788
2016-10-17,14:24,PSEG,PE000011150696032432,2015,RS,RS,2028.15
2016-10-17,14:24,PSEG,PE000011150697881836,2015,RS,RS,1696.58
2016-10-17,14:24,PSEG,PE000011150698682139,2015,RS,RS,684.412
2016-10-17,14:24,PSEG,PE000011150699432432,2015,RS,RS,920.548
2016-10-17,14:24,PSEG,PE000011150700082139,2015,RS,RS,1132.69
2016-10-17,14:24,PSEG,PE000011150701881806,2015,RS,RS,1206.31
2016-10-17,14:24,PSEG,PE000011150702632432,2015,RS,RS,622.242
2016-10-17,14:24,PSEG,PE000011150703495102,2015,RS,RS,1185.04
2016-10-17,14:24,PSEG,PE000011150704232432,2015,RS,RS,567.708
2016-10-17,14:24,PSEG,PE000011150705932432,2015,RS,RS,1104.88
2016-10-17,14:24,PSEG,PE000011150706779449,2015,RS,RS,1071.61
2016-10-17,14:24,PSEG,PE000011150707581631,2015,RS,RS,1204.13
2016-10-17,14:24,PSEG,PE000011150708332432,2015,RS,RS,1267.39
2016-10-17,14:24,PSEG,PE000011151001241760,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011151103640200,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011155294947741,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011155294947741,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011158044511916,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011167100495753,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011169021029283,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011171916704776,2014,RS,RS,4564.58
2016-10-17,14:24,PSEG,PE000011171916704776,2015,RS,RS,3940.14
2016-10-17,14:24,PSEG,PE000011173478619716,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011175217646112,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011176615038900,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011180968753046,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011180968753046,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011181069391301,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011196235360599,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011196281741185,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011196819453127,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011196854198391,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011197679145022,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011199810046139,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011200498192601,2014,LPLP,Null,15837.6
2016-10-17,14:24,PSEG,PE000011200498192601,2015,LPLP,Null,4459.36
2016-10-17,14:24,PSEG,PE000011201396685126,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011205558719689,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011207416684855,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011207803588080,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011209334915797,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011209529464027,2015,RLM,Null,8105.39
2016-10-17,14:24,PSEG,PE000011210703245494,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011215993416827,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011216102147875,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011218032810849,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011218032810849,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011218090608982,2015,RS,Null,737.311
2016-10-17,14:24,PSEG,PE000011219263806388,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011219263806388,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011220110811348,2015,RS,Null,13656.6
2016-10-17,14:24,PSEG,PE000011224747361400,2015,RS,Null,11577.7
2016-10-17,14:24,PSEG,PE000011225593026760,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011225601107133,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011226245645661,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011226245645661,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011229278474912,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011235287755431,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011235293564948,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011236534147741,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011236536647741,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011237811246162,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011238008474584,2015,LPLP,LPLP,166185.
2016-10-17,14:24,PSEG,PE000011238953173405,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011239512463955,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011240738206672,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011240836450245,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011241090788266,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011241656574912,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011247440875741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011253613192553,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011255932396585,2015,RS,Null,1404.27
2016-10-17,14:24,PSEG,PE000011256491984883,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011258232533188,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011258435425840,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011258447925831,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011260281861151,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011261811141486,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011271044744537,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011271045444537,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011274658158415,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011279521647741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011283277994204,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011283360301493,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011285331250365,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011289463967119,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011291118547741,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011291119347741,2014,HS,Null,6504.15
2016-10-17,14:24,PSEG,PE000011291119347741,2015,HS,Null,3942.44
2016-10-17,14:24,PSEG,PE000011291119347741,2016,HS,Null,0.
2016-10-17,14:24,PSEG,PE000011291752121038,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011292234943317,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011292314923191,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011293472443764,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011293940091615,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011294243856641,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011295403716176,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011296034971801,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011299721896870,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011300598717180,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011302331136505,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011304915940094,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011306148591301,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011306148591301,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011307856225670,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011309244941293,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011317679663187,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011318616723578,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011318977349810,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011319241354574,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011319241354574,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011319241354574,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011319243952744,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011319247023764,2014,RS,RS,4849.18
2016-10-17,14:24,PSEG,PE000011319247023764,2015,RS,RS,4195.36
2016-10-17,14:24,PSEG,PE000011319247023764,2016,RS,RS,0.
2016-10-17,14:24,PSEG,PE000011320521526722,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011323148454404,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011324977563415,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011326616769102,2015,RS,Null,1230.31
2016-10-17,14:24,PSEG,PE000011327635663724,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011330860516090,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011331380344489,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011333569961350,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011333576461475,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011335839445638,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011335839445638,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011338740180189,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011339029843118,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011339481122433,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011339590922206,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011339615422508,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011344286786020,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011344297480029,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011344732047812,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011346192527260,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011346192527260,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011346798955425,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011346827655341,2015,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011348440668848,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011351030964652,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011355720132145,2016,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011356432240700,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011357084012926,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011362651943986,2015,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011363144440417,2016,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011363906663908,2014,RS,RS,5540.16
2016-10-17,14:24,PSEG,PE000011364004950472,2014,GLP,GLP,0.
2016-10-17,14:24,PSEG,PE000011366817244455,2014,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011366817244455,2015,LPLS,Null,0.
2016-10-17,14:24,PSEG,PE000011368416115953,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011369809642847,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011372583266719,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011373947879584,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011376644874065,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011376911124421,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011377279294374,2014,RS,Null,2380.81
2016-10-17,14:24,PSEG,PE000011377279294374,2015,RS,Null,2365.72
2016-10-17,14:24,PSEG,PE000011377279294374,2016,RS,Null,0.
2016-10-17,14:24,PSEG,PE000011381295215194,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011381739960419,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011382133492601,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011383368586237,2015,RS,RS,2057.6
2016-10-17,14:24,PSEG,PE000011383368586237,2016,RS,RS,0.
2016-10-17,14:24,PSEG,PE000011383670450168,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011383748850168,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011384234848228,2014,GLP,Null,0.
2016-10-17,14:24,PSEG,PE000011384915252495,2015,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011390164929913,2014,LPLS,LPLS,0.
2016-10-17,14:24,PSEG,PE000011390164929913,2015,LPLS,LPLS,0.
